[ 2014-10-05T22:37:11+08:00 ] /index.php/Tree/KaiBoLuo/RID/1/TPL/0/FID/1 | INFO: Tag[ route_check ] --START--
[ 2014-10-05T23:32:00+08:00 ] /index.php | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-05T23:32:00+08:00 ] /index.php | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-05T23:32:00+08:00 ] /index.php | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007573s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000264s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.002977s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000423s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | NOTIC: [8] Undefined index:  user_type CommonAction.class.php 第 81 行.
[ 2014-10-05T23:32:00+08:00 ] /index.php | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.008066s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | SQL: SELECT * FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.000502s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | SQL: SELECT * FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000326s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | SQL: UPDATE `xt_fck` SET `day_feng`=0,_times=1412438400 WHERE _times !=1412438400 [ RunTime:0.000217s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | NOTIC: [2] mysql_num_rows(): supplied argument is not a valid MySQL result resource DbMysql.class.php 第 132 行.
[ 2014-10-05T23:32:00+08:00 ] /index.php | NOTIC: [2] mysql_free_result(): supplied argument is not a valid MySQL result resource DbMysql.class.php 第 97 行.
[ 2014-10-05T23:32:00+08:00 ] /index.php | SQL: SHOW COLUMNS FROM `xt_bonus` [ RunTime:0.001827s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | NOTIC: [8] Array to string conversion Db.class.php 第 549 行.
[ 2014-10-05T23:32:00+08:00 ] /index.php | SQL: SELECT SUM(b1) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412438400) AND (`e_date` < 1412524800)  ) LIMIT 1   [ RunTime:0.003233s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | NOTIC: [8] Array to string conversion Db.class.php 第 549 行.
[ 2014-10-05T23:32:00+08:00 ] /index.php | SQL: SELECT SUM(b2) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412438400) AND (`e_date` < 1412524800)  ) LIMIT 1   [ RunTime:0.000218s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | NOTIC: [8] Array to string conversion Db.class.php 第 549 行.
[ 2014-10-05T23:32:00+08:00 ] /index.php | SQL: SELECT SUM(b3) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412438400) AND (`e_date` < 1412524800)  ) LIMIT 1   [ RunTime:0.000192s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | NOTIC: [8] Array to string conversion Db.class.php 第 549 行.
[ 2014-10-05T23:32:00+08:00 ] /index.php | SQL: SELECT SUM(b4) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412438400) AND (`e_date` < 1412524800)  ) LIMIT 1   [ RunTime:0.000212s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | NOTIC: [8] Array to string conversion Db.class.php 第 549 行.
[ 2014-10-05T23:32:00+08:00 ] /index.php | SQL: SELECT SUM(b5) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412438400) AND (`e_date` < 1412524800)  ) LIMIT 1   [ RunTime:0.000187s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | NOTIC: [8] Array to string conversion Db.class.php 第 549 行.
[ 2014-10-05T23:32:00+08:00 ] /index.php | SQL: SELECT SUM(b6) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412438400) AND (`e_date` < 1412524800)  ) LIMIT 1   [ RunTime:0.000202s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | SQL: SELECT `s2`,`i4`,`str29`,`str4`,`str5`,`str1` FROM `xt_fee` LIMIT 1   [ RunTime:0.000182s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | SQL: SHOW COLUMNS FROM `xt_msg` [ RunTime:0.004775s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | SQL: SELECT COUNT(*) AS tp_count FROM `xt_msg` WHERE ( `isid` = '1' ) AND ( `s_uid` = '1' ) AND ( `is_read` = 0 ) LIMIT 1   [ RunTime:0.000217s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | SQL: SELECT `prem` FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.000198s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | SQL: SELECT * FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000317s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | SQL: SELECT `s11` FROM `xt_fee` LIMIT 1   [ RunTime:0.000164s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007608s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | SQL: SHOW COLUMNS FROM `xt_xiaof` [ RunTime:0.001570s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | SQL: SELECT `id`,`user_id`,`agent_cf`,`re_path` FROM `xt_fck` WHERE is_pay>0 and agent_cf>=5|5|5|5|5  [ RunTime:0.000300s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | NOTIC: [2] Invalid argument supplied for foreach() IndexAction.class.php 第 146 行.
[ 2014-10-05T23:32:00+08:00 ] /index.php | INFO: Tag[ view_template ] --START--
[ 2014-10-05T23:32:00+08:00 ] /index.php | INFO: Run LocationTemplate Behavior [ RunTime:0.004742s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | INFO: Tag[ view_template ] --END-- [ RunTime:0.004838s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | INFO: Tag[ view_parse ] --START--
[ 2014-10-05T23:32:00+08:00 ] /index.php | INFO: Run ParseTemplate Behavior [ RunTime:0.046588s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | INFO: Tag[ view_parse ] --END-- [ RunTime:0.046671s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | INFO: Tag[ view_filter ] --START--
[ 2014-10-05T23:32:00+08:00 ] /index.php | INFO: Run ContentReplace Behavior [ RunTime:0.000836s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | INFO: Run TokenBuild Behavior [ RunTime:0.004839s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000571s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | INFO: Run ShowRuntime Behavior [ RunTime:0.000879s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007345s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | INFO: Tag[ view_end ] --START--
[ 2014-10-05T23:32:00+08:00 ] /index.php | INFO: Run ShowPageTrace Behavior [ RunTime:0.004488s ]
[ 2014-10-05T23:32:00+08:00 ] /index.php | INFO: Tag[ view_end ] --END-- [ RunTime:0.004564s ]
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | INFO: Tag[ route_check ] --START--
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | INFO: Run CheckRoute Behavior [ RunTime:0.000984s ]
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001083s ]
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000628s ]
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000728s ]
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 152 行.
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 152 行.
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | NOTIC: [8] Array to string conversion CommonAction.class.php 第 160 行.
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.003971s ]
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000278s ]
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.002437s ]
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000204s ]
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | NOTIC: [8] Undefined index:  user_type CommonAction.class.php 第 81 行.
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | NOTIC: [8] Undefined index:  name PublicAction.class.php 第 259 行.
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | SQL: SHOW COLUMNS FROM `xt_form` [ RunTime:0.001325s ]
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | SQL: SELECT COUNT(*) AS tp_count FROM `xt_form` WHERE ( `status` = 1 ) AND ( `title` LIKE '%%' ) LIMIT 1   [ RunTime:0.000289s ]
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | SQL: SELECT * FROM `xt_form` WHERE ( `status` = 1 ) AND ( `title` LIKE '%%' ) ORDER BY baile desc,id desc LIMIT 0,20   [ RunTime:0.000367s ]
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | SQL: SHOW COLUMNS FROM `xt_msg` [ RunTime:0.001456s ]
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | SQL: SELECT COUNT(*) AS tp_count FROM `xt_msg` WHERE ( `isid` = '1' ) AND ( `s_uid` = '1' ) AND ( `is_read` = 0 ) LIMIT 1   [ RunTime:0.000182s ]
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | INFO: Tag[ view_template ] --START--
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000739s ]
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000815s ]
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | INFO: Tag[ view_parse ] --START--
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | INFO: Run ParseTemplate Behavior [ RunTime:0.025546s ]
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.025631s ]
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | INFO: Tag[ view_filter ] --START--
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | INFO: Run ContentReplace Behavior [ RunTime:0.000430s ]
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | INFO: Run TokenBuild Behavior [ RunTime:0.004173s ]
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000280s ]
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000569s ]
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005660s ]
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | INFO: Tag[ view_end ] --START--
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000500s ]
[ 2014-10-05T23:32:01+08:00 ] /index.php/Public/News/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000574s ]
[ 2014-10-05T23:32:04+08:00 ] /index.php/Fck/cody/c_id/20 | INFO: Tag[ route_check ] --START--
[ 2014-10-05T23:32:04+08:00 ] /index.php/Fck/cody/c_id/20 | INFO: Run CheckRoute Behavior [ RunTime:0.000982s ]
[ 2014-10-05T23:32:04+08:00 ] /index.php/Fck/cody/c_id/20 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001081s ]
[ 2014-10-05T23:32:04+08:00 ] /index.php/Fck/cody/c_id/20 | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T23:32:04+08:00 ] /index.php/Fck/cody/c_id/20 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000698s ]
[ 2014-10-05T23:32:04+08:00 ] /index.php/Fck/cody/c_id/20 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000776s ]
[ 2014-10-05T23:32:04+08:00 ] /index.php/Fck/cody/c_id/20 | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-05T23:32:04+08:00 ] /index.php/Fck/cody/c_id/20 | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-05T23:32:04+08:00 ] /index.php/Fck/cody/c_id/20 | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.004040s ]
[ 2014-10-05T23:32:04+08:00 ] /index.php/Fck/cody/c_id/20 | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000279s ]
[ 2014-10-05T23:32:04+08:00 ] /index.php/Fck/cody/c_id/20 | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.006057s ]
[ 2014-10-05T23:32:04+08:00 ] /index.php/Fck/cody/c_id/20 | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000198s ]
[ 2014-10-05T23:32:04+08:00 ] /index.php/Fck/cody/c_id/20 | NOTIC: [8] Undefined index:  user_type CommonAction.class.php 第 81 行.
[ 2014-10-05T23:32:04+08:00 ] /index.php/Fck/cody/c_id/20 | SQL: SHOW COLUMNS FROM `xt_cody` [ RunTime:0.001881s ]
[ 2014-10-05T23:32:04+08:00 ] /index.php/Fck/cody/c_id/20 | SQL: SELECT `c_id` FROM `xt_cody` WHERE c_id=20 LIMIT 1   [ RunTime:0.003798s ]
[ 2014-10-05T23:32:04+08:00 ] /index.php/Fck/cody/c_id/20 | INFO: Tag[ view_template ] --START--
[ 2014-10-05T23:32:04+08:00 ] /index.php/Fck/cody/c_id/20 | INFO: Run LocationTemplate Behavior [ RunTime:0.000924s ]
[ 2014-10-05T23:32:04+08:00 ] /index.php/Fck/cody/c_id/20 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001004s ]
[ 2014-10-05T23:32:04+08:00 ] /index.php/Fck/cody/c_id/20 | INFO: Tag[ view_parse ] --START--
[ 2014-10-05T23:32:04+08:00 ] /index.php/Fck/cody/c_id/20 | INFO: Run ParseTemplate Behavior [ RunTime:0.013871s ]
[ 2014-10-05T23:32:04+08:00 ] /index.php/Fck/cody/c_id/20 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.013956s ]
[ 2014-10-05T23:32:04+08:00 ] /index.php/Fck/cody/c_id/20 | INFO: Tag[ view_filter ] --START--
[ 2014-10-05T23:32:04+08:00 ] /index.php/Fck/cody/c_id/20 | INFO: Run ContentReplace Behavior [ RunTime:0.000464s ]
[ 2014-10-05T23:32:04+08:00 ] /index.php/Fck/cody/c_id/20 | INFO: Run TokenBuild Behavior [ RunTime:0.000481s ]
[ 2014-10-05T23:32:04+08:00 ] /index.php/Fck/cody/c_id/20 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003882s ]
[ 2014-10-05T23:32:04+08:00 ] /index.php/Fck/cody/c_id/20 | INFO: Run ShowRuntime Behavior [ RunTime:0.000577s ]
[ 2014-10-05T23:32:04+08:00 ] /index.php/Fck/cody/c_id/20 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005614s ]
[ 2014-10-05T23:32:04+08:00 ] /index.php/Fck/cody/c_id/20 | INFO: Tag[ view_end ] --START--
[ 2014-10-05T23:32:04+08:00 ] /index.php/Fck/cody/c_id/20 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000522s ]
[ 2014-10-05T23:32:04+08:00 ] /index.php/Fck/cody/c_id/20 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000592s ]
[ 2014-10-05T23:32:08+08:00 ] /index.php/Public/login | INFO: Tag[ route_check ] --START--
[ 2014-10-05T23:32:08+08:00 ] /index.php/Public/login | INFO: Run CheckRoute Behavior [ RunTime:0.001060s ]
[ 2014-10-05T23:32:08+08:00 ] /index.php/Public/login | INFO: Tag[ route_check ] --END-- [ RunTime:0.001159s ]
[ 2014-10-05T23:32:08+08:00 ] /index.php/Public/login | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T23:32:08+08:00 ] /index.php/Public/login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000647s ]
[ 2014-10-05T23:32:08+08:00 ] /index.php/Public/login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000720s ]
[ 2014-10-05T23:32:08+08:00 ] /index.php/Public/login | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 152 行.
[ 2014-10-05T23:32:08+08:00 ] /index.php/Public/login | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 152 行.
[ 2014-10-05T23:32:08+08:00 ] /index.php/Public/login | NOTIC: [8] Array to string conversion CommonAction.class.php 第 160 行.
[ 2014-10-05T23:32:08+08:00 ] /index.php/Public/login | INFO: Tag[ view_template ] --START--
[ 2014-10-05T23:32:08+08:00 ] /index.php/Public/login | INFO: Run LocationTemplate Behavior [ RunTime:0.004428s ]
[ 2014-10-05T23:32:08+08:00 ] /index.php/Public/login | INFO: Tag[ view_template ] --END-- [ RunTime:0.004510s ]
[ 2014-10-05T23:32:08+08:00 ] /index.php/Public/login | INFO: Tag[ view_parse ] --START--
[ 2014-10-05T23:32:08+08:00 ] /index.php/Public/login | INFO: Run ParseTemplate Behavior [ RunTime:0.021434s ]
[ 2014-10-05T23:32:08+08:00 ] /index.php/Public/login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021526s ]
[ 2014-10-05T23:32:08+08:00 ] /index.php/Public/login | INFO: Tag[ view_filter ] --START--
[ 2014-10-05T23:32:08+08:00 ] /index.php/Public/login | INFO: Run ContentReplace Behavior [ RunTime:0.000471s ]
[ 2014-10-05T23:32:08+08:00 ] /index.php/Public/login | INFO: Run TokenBuild Behavior [ RunTime:0.000512s ]
[ 2014-10-05T23:32:08+08:00 ] /index.php/Public/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000266s ]
[ 2014-10-05T23:32:08+08:00 ] /index.php/Public/login | INFO: Run ShowRuntime Behavior [ RunTime:0.000555s ]
[ 2014-10-05T23:32:08+08:00 ] /index.php/Public/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002027s ]
[ 2014-10-05T23:32:08+08:00 ] /index.php/Public/login | INFO: Tag[ view_end ] --START--
[ 2014-10-05T23:32:08+08:00 ] /index.php/Public/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.000543s ]
[ 2014-10-05T23:32:08+08:00 ] /index.php/Public/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.000611s ]
[ 2014-10-05T23:32:08+08:00 ] /index.php/Fck/list_jydt?isp=1&submit=????????????????&__hash__=a3b220bd3d68fff8931c45f82b809d08_3c78100645a9db871c9c26ebbf76fdad | INFO: Tag[ route_check ] --START--
[ 2014-10-05T23:32:08+08:00 ] /index.php/Fck/list_jydt?isp=1&submit=????????????????&__hash__=a3b220bd3d68fff8931c45f82b809d08_3c78100645a9db871c9c26ebbf76fdad | INFO: Run CheckRoute Behavior [ RunTime:0.001411s ]
[ 2014-10-05T23:32:08+08:00 ] /index.php/Fck/list_jydt?isp=1&submit=????????????????&__hash__=a3b220bd3d68fff8931c45f82b809d08_3c78100645a9db871c9c26ebbf76fdad | INFO: Tag[ route_check ] --END-- [ RunTime:0.001549s ]
[ 2014-10-05T23:32:08+08:00 ] /index.php/Fck/list_jydt?isp=1&submit=????????????????&__hash__=a3b220bd3d68fff8931c45f82b809d08_3c78100645a9db871c9c26ebbf76fdad | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T23:32:08+08:00 ] /index.php/Fck/list_jydt?isp=1&submit=????????????????&__hash__=a3b220bd3d68fff8931c45f82b809d08_3c78100645a9db871c9c26ebbf76fdad | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000935s ]
[ 2014-10-05T23:32:08+08:00 ] /index.php/Fck/list_jydt?isp=1&submit=????????????????&__hash__=a3b220bd3d68fff8931c45f82b809d08_3c78100645a9db871c9c26ebbf76fdad | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001055s ]
[ 2014-10-05T23:32:08+08:00 ] /index.php/Fck/list_jydt?isp=1&submit=????????????????&__hash__=a3b220bd3d68fff8931c45f82b809d08_3c78100645a9db871c9c26ebbf76fdad | INFO: Tag[ view_template ] --START--
[ 2014-10-05T23:32:08+08:00 ] /index.php/Fck/list_jydt?isp=1&submit=????????????????&__hash__=a3b220bd3d68fff8931c45f82b809d08_3c78100645a9db871c9c26ebbf76fdad | INFO: Run LocationTemplate Behavior [ RunTime:0.000844s ]
[ 2014-10-05T23:32:08+08:00 ] /index.php/Fck/list_jydt?isp=1&submit=????????????????&__hash__=a3b220bd3d68fff8931c45f82b809d08_3c78100645a9db871c9c26ebbf76fdad | INFO: Tag[ view_template ] --END-- [ RunTime:0.000954s ]
[ 2014-10-05T23:32:08+08:00 ] /index.php/Fck/list_jydt?isp=1&submit=????????????????&__hash__=a3b220bd3d68fff8931c45f82b809d08_3c78100645a9db871c9c26ebbf76fdad | INFO: Tag[ view_parse ] --START--
[ 2014-10-05T23:32:08+08:00 ] /index.php/Fck/list_jydt?isp=1&submit=????????????????&__hash__=a3b220bd3d68fff8931c45f82b809d08_3c78100645a9db871c9c26ebbf76fdad | INFO: Run ParseTemplate Behavior [ RunTime:0.011664s ]
[ 2014-10-05T23:32:08+08:00 ] /index.php/Fck/list_jydt?isp=1&submit=????????????????&__hash__=a3b220bd3d68fff8931c45f82b809d08_3c78100645a9db871c9c26ebbf76fdad | INFO: Tag[ view_parse ] --END-- [ RunTime:0.011774s ]
[ 2014-10-05T23:32:08+08:00 ] /index.php/Fck/list_jydt?isp=1&submit=????????????????&__hash__=a3b220bd3d68fff8931c45f82b809d08_3c78100645a9db871c9c26ebbf76fdad | INFO: Tag[ view_filter ] --START--
[ 2014-10-05T23:32:08+08:00 ] /index.php/Fck/list_jydt?isp=1&submit=????????????????&__hash__=a3b220bd3d68fff8931c45f82b809d08_3c78100645a9db871c9c26ebbf76fdad | INFO: Run ContentReplace Behavior [ RunTime:0.000385s ]
[ 2014-10-05T23:32:08+08:00 ] /index.php/Fck/list_jydt?isp=1&submit=????????????????&__hash__=a3b220bd3d68fff8931c45f82b809d08_3c78100645a9db871c9c26ebbf76fdad | INFO: Run TokenBuild Behavior [ RunTime:0.000401s ]
[ 2014-10-05T23:32:08+08:00 ] /index.php/Fck/list_jydt?isp=1&submit=????????????????&__hash__=a3b220bd3d68fff8931c45f82b809d08_3c78100645a9db871c9c26ebbf76fdad | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000246s ]
[ 2014-10-05T23:32:08+08:00 ] /index.php/Fck/list_jydt?isp=1&submit=????????????????&__hash__=a3b220bd3d68fff8931c45f82b809d08_3c78100645a9db871c9c26ebbf76fdad | INFO: Run ShowRuntime Behavior [ RunTime:0.000534s ]
[ 2014-10-05T23:32:08+08:00 ] /index.php/Fck/list_jydt?isp=1&submit=????????????????&__hash__=a3b220bd3d68fff8931c45f82b809d08_3c78100645a9db871c9c26ebbf76fdad | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005235s ]
[ 2014-10-05T23:32:08+08:00 ] /index.php/Fck/list_jydt?isp=1&submit=????????????????&__hash__=a3b220bd3d68fff8931c45f82b809d08_3c78100645a9db871c9c26ebbf76fdad | INFO: Tag[ view_end ] --START--
[ 2014-10-05T23:32:08+08:00 ] /index.php/Fck/list_jydt?isp=1&submit=????????????????&__hash__=a3b220bd3d68fff8931c45f82b809d08_3c78100645a9db871c9c26ebbf76fdad | INFO: Run ShowPageTrace Behavior [ RunTime:0.000528s ]
[ 2014-10-05T23:32:08+08:00 ] /index.php/Fck/list_jydt?isp=1&submit=????????????????&__hash__=a3b220bd3d68fff8931c45f82b809d08_3c78100645a9db871c9c26ebbf76fdad | INFO: Tag[ view_end ] --END-- [ RunTime:0.000600s ]
[ 2014-10-05T23:32:10+08:00 ] /index.php/Fck/codys/ | INFO: Tag[ route_check ] --START--
[ 2014-10-05T23:32:10+08:00 ] /index.php/Fck/codys/ | INFO: Run CheckRoute Behavior [ RunTime:0.000974s ]
[ 2014-10-05T23:32:10+08:00 ] /index.php/Fck/codys/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001071s ]
[ 2014-10-05T23:32:10+08:00 ] /index.php/Fck/codys/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T23:32:10+08:00 ] /index.php/Fck/codys/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000635s ]
[ 2014-10-05T23:32:10+08:00 ] /index.php/Fck/codys/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000708s ]
[ 2014-10-05T23:32:10+08:00 ] /index.php/Fck/codys/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-05T23:32:10+08:00 ] /index.php/Fck/codys/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-05T23:32:10+08:00 ] /index.php/Fck/codys/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.003936s ]
