[ 2014-10-10T16:34:13+08:00 ] /ak911/index.php/Public/login/ | INFO: Tag[ route_check ] --START--
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | SQL: SELECT SUM(b2) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412870400) AND (`e_date` < 1412956800)  ) LIMIT 1   [ RunTime:0.000139s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | SQL: SELECT SUM(b3) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412870400) AND (`e_date` < 1412956800)  ) LIMIT 1   [ RunTime:0.000148s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | SQL: SELECT SUM(b4) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412870400) AND (`e_date` < 1412956800)  ) LIMIT 1   [ RunTime:0.000125s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | SQL: SELECT SUM(b5) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412870400) AND (`e_date` < 1412956800)  ) LIMIT 1   [ RunTime:0.000147s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | SQL: SELECT SUM(b6) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412870400) AND (`e_date` < 1412956800)  ) LIMIT 1   [ RunTime:0.000139s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | SQL: SELECT `s2`,`i4`,`str29`,`str4`,`str5`,`str1` FROM `xt_fee` LIMIT 1   [ RunTime:0.000161s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | SQL: SHOW COLUMNS FROM `xt_msg` [ RunTime:0.005525s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | SQL: SELECT COUNT(*) AS tp_count FROM `xt_msg` WHERE ( `isid` = '1' ) AND ( `s_uid` = '1' ) AND ( `is_read` = 0 ) LIMIT 1   [ RunTime:0.000247s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | SQL: SELECT `prem` FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.000182s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | SQL: SELECT * FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000479s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | SQL: SELECT `s11` FROM `xt_fee` LIMIT 1   [ RunTime:0.000177s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007083s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | SQL: SHOW COLUMNS FROM `xt_xiaof` [ RunTime:0.004443s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | SQL: SELECT `id`,`user_id`,`agent_cf`,`re_path` FROM `xt_fck` WHERE is_pay>0 and agent_cf>=5|5|5|5|5  [ RunTime:0.000295s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | NOTIC: [2] Invalid argument supplied for foreach() IndexAction.class.php 第 146 行.
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | INFO: Tag[ view_template ] --START--
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | INFO: Run LocationTemplate Behavior [ RunTime:0.001071s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | INFO: Tag[ view_template ] --END-- [ RunTime:0.001176s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | INFO: Tag[ view_parse ] --START--
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | INFO: Run ParseTemplate Behavior [ RunTime:0.030345s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | INFO: Tag[ view_parse ] --END-- [ RunTime:0.030502s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | INFO: Tag[ view_filter ] --START--
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | INFO: Run ContentReplace Behavior [ RunTime:0.000985s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | INFO: Run TokenBuild Behavior [ RunTime:0.000541s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000471s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | INFO: Run ShowRuntime Behavior [ RunTime:0.000794s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003060s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | INFO: Tag[ view_end ] --START--
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | INFO: Run ShowPageTrace Behavior [ RunTime:0.000519s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php | INFO: Tag[ view_end ] --END-- [ RunTime:0.000599s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ route_check ] --START--
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | INFO: Run CheckRoute Behavior [ RunTime:0.001058s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001192s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000718s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000801s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 152 行.
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 152 行.
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 160 行.
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [2] eregi() expects parameter 2 to be string, array given CommonAction.class.php 第 160 行.
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.008102s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000300s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.006221s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000263s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [8] Undefined index: name PublicAction.class.php 第 259 行.
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | SQL: SHOW COLUMNS FROM `xt_form` [ RunTime:0.005294s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | SQL: SELECT COUNT(*) AS tp_count FROM `xt_form` WHERE ( `status` = 1 ) AND ( `title` LIKE '%%' ) LIMIT 1   [ RunTime:0.000409s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | SQL: SELECT * FROM `xt_form` WHERE ( `status` = 1 ) AND ( `title` LIKE '%%' ) ORDER BY baile desc,id desc LIMIT 0,20   [ RunTime:0.000388s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | SQL: SHOW COLUMNS FROM `xt_msg` [ RunTime:0.004685s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | SQL: SELECT COUNT(*) AS tp_count FROM `xt_msg` WHERE ( `isid` = '1' ) AND ( `s_uid` = '1' ) AND ( `is_read` = 0 ) LIMIT 1   [ RunTime:0.000258s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_template ] --START--
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001385s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001493s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_parse ] --START--
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | INFO: Run ParseTemplate Behavior [ RunTime:0.011908s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.012016s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_filter ] --START--
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | INFO: Run ContentReplace Behavior [ RunTime:0.000560s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | INFO: Run TokenBuild Behavior [ RunTime:0.000571s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000402s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000675s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002421s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_end ] --START--
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000565s ]
[ 2014-10-10T16:49:47+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000640s ]
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | INFO: Tag[ route_check ] --START--
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | INFO: Run CheckRoute Behavior [ RunTime:0.000756s ]
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000854s ]
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | INFO: Tag[ app_begin ] --START--
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000575s ]
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000645s ]
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.009823s ]
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000340s ]
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.006054s ]
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000247s ]
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000215s ]
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | NOTIC: [8] Undefined index: Urlsz YouZiAction.class.php 第 36 行.
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ route_check ] --START--
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/Backup/ | INFO: Run CheckRoute Behavior [ RunTime:0.000958s ]
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001109s ]
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/Backup/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000922s ]
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001047s ]
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/Backup/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/Backup/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/Backup/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.008410s ]
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/Backup/ | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000316s ]
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/Backup/ | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.006669s ]
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/Backup/ | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000286s ]
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/Backup/ | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/Backup/ | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000353s ]
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_template ] --START--
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/Backup/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000725s ]
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000831s ]
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_parse ] --START--
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/Backup/ | INFO: Run ParseTemplate Behavior [ RunTime:0.011193s ]
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.011301s ]
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_filter ] --START--
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/Backup/ | INFO: Run ContentReplace Behavior [ RunTime:0.000567s ]
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/Backup/ | INFO: Run TokenBuild Behavior [ RunTime:0.000589s ]
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/Backup/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000328s ]
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/Backup/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000722s ]
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002426s ]
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_end ] --START--
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/Backup/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000549s ]
[ 2014-10-10T16:50:58+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000623s ]
[ 2014-10-10T16:51:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ route_check ] --START--
[ 2014-10-10T16:51:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run CheckRoute Behavior [ RunTime:0.000780s ]
[ 2014-10-10T16:51:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.000882s ]
[ 2014-10-10T16:51:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-10T16:51:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001505s ]
[ 2014-10-10T16:51:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001594s ]
[ 2014-10-10T16:51:05+08:00 ] /ak911/index.php/Backup/index/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-10T16:51:05+08:00 ] /ak911/index.php/Backup/index/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-10T16:51:05+08:00 ] /ak911/index.php/Backup/index/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.011929s ]
[ 2014-10-10T16:51:05+08:00 ] /ak911/index.php/Backup/index/ | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000419s ]
[ 2014-10-10T16:51:05+08:00 ] /ak911/index.php/Backup/index/ | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.008908s ]
[ 2014-10-10T16:51:05+08:00 ] /ak911/index.php/Backup/index/ | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000352s ]
[ 2014-10-10T16:51:05+08:00 ] /ak911/index.php/Backup/index/ | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-10T16:51:05+08:00 ] /ak911/index.php/Backup/index/ | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000612s ]
[ 2014-10-10T16:51:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_template ] --START--
[ 2014-10-10T16:51:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001177s ]
[ 2014-10-10T16:51:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001328s ]
[ 2014-10-10T16:51:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_parse ] --START--
[ 2014-10-10T16:51:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run ParseTemplate Behavior [ RunTime:0.014898s ]
[ 2014-10-10T16:51:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015045s ]
[ 2014-10-10T16:51:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_filter ] --START--
[ 2014-10-10T16:51:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run ContentReplace Behavior [ RunTime:0.000917s ]
[ 2014-10-10T16:51:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run TokenBuild Behavior [ RunTime:0.000952s ]
[ 2014-10-10T16:51:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000831s ]
[ 2014-10-10T16:51:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001012s ]
[ 2014-10-10T16:51:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004123s ]
[ 2014-10-10T16:51:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_end ] --START--
[ 2014-10-10T16:51:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000795s ]
[ 2014-10-10T16:51:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000893s ]
[ 2014-10-10T16:53:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ route_check ] --START--
[ 2014-10-10T16:53:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run CheckRoute Behavior [ RunTime:0.001087s ]
[ 2014-10-10T16:53:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001189s ]
[ 2014-10-10T16:53:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-10T16:53:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000724s ]
[ 2014-10-10T16:53:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000803s ]
[ 2014-10-10T16:53:05+08:00 ] /ak911/index.php/Backup/index/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-10T16:53:05+08:00 ] /ak911/index.php/Backup/index/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-10T16:53:05+08:00 ] /ak911/index.php/Backup/index/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007733s ]
[ 2014-10-10T16:53:05+08:00 ] /ak911/index.php/Backup/index/ | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000356s ]
[ 2014-10-10T16:53:05+08:00 ] /ak911/index.php/Backup/index/ | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.005894s ]
[ 2014-10-10T16:53:05+08:00 ] /ak911/index.php/Backup/index/ | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000391s ]
[ 2014-10-10T16:53:05+08:00 ] /ak911/index.php/Backup/index/ | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-10T16:53:05+08:00 ] /ak911/index.php/Backup/index/ | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000417s ]
[ 2014-10-10T16:53:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_template ] --START--
[ 2014-10-10T16:53:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run LocationTemplate Behavior [ RunTime:0.010383s ]
[ 2014-10-10T16:53:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.010488s ]
[ 2014-10-10T16:53:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_parse ] --START--
[ 2014-10-10T16:53:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run ParseTemplate Behavior [ RunTime:0.021689s ]
[ 2014-10-10T16:53:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021797s ]
[ 2014-10-10T16:53:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_filter ] --START--
[ 2014-10-10T16:53:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run ContentReplace Behavior [ RunTime:0.010537s ]
[ 2014-10-10T16:53:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run TokenBuild Behavior [ RunTime:0.001262s ]
[ 2014-10-10T16:53:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000690s ]
[ 2014-10-10T16:53:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000905s ]
[ 2014-10-10T16:53:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.013643s ]
[ 2014-10-10T16:53:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_end ] --START--
[ 2014-10-10T16:53:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000894s ]
[ 2014-10-10T16:53:05+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000970s ]
[ 2014-10-10T16:53:59+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ route_check ] --START--
[ 2014-10-10T16:53:59+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run CheckRoute Behavior [ RunTime:0.001053s ]
[ 2014-10-10T16:53:59+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001164s ]
