[ 2014-10-11T17:44:22+08:00 ] /ak911/index.php/Gupiao/buyGP | INFO: Tag[ route_check ] --START--
[ 2014-10-11T17:45:14+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000868s ]
[ 2014-10-11T17:45:14+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | INFO: Tag[ app_begin ] --START--
[ 2014-10-11T17:45:14+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000565s ]
[ 2014-10-11T17:45:14+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000639s ]
[ 2014-10-11T17:45:14+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-11T17:45:14+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-11T17:45:14+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.009615s ]
[ 2014-10-11T17:45:14+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000475s ]
[ 2014-10-11T17:45:14+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.009437s ]
[ 2014-10-11T17:45:14+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000617s ]
[ 2014-10-11T17:45:14+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-11T17:45:14+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000456s ]
[ 2014-10-11T17:45:14+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/7 | NOTIC: [8] Undefined index: Urlsz YouZiAction.class.php 第 36 行.
[ 2014-10-11T17:45:14+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ route_check ] --START--
[ 2014-10-11T17:45:14+08:00 ] /ak911/index.php/Backup/ | INFO: Run CheckRoute Behavior [ RunTime:0.000770s ]
[ 2014-10-11T17:45:14+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.000901s ]
[ 2014-10-11T17:45:14+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-11T17:45:14+08:00 ] /ak911/index.php/Backup/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000618s ]
[ 2014-10-11T17:45:14+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000704s ]
[ 2014-10-11T17:45:14+08:00 ] /ak911/index.php/Backup/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-11T17:45:14+08:00 ] /ak911/index.php/Backup/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-11T17:45:15+08:00 ] /ak911/index.php/Backup/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.008997s ]
[ 2014-10-11T17:45:15+08:00 ] /ak911/index.php/Backup/ | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000428s ]
[ 2014-10-11T17:45:15+08:00 ] /ak911/index.php/Backup/ | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.007248s ]
[ 2014-10-11T17:45:15+08:00 ] /ak911/index.php/Backup/ | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000997s ]
[ 2014-10-11T17:45:15+08:00 ] /ak911/index.php/Backup/ | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-11T17:45:15+08:00 ] /ak911/index.php/Backup/ | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000527s ]
[ 2014-10-11T17:45:15+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_template ] --START--
[ 2014-10-11T17:45:15+08:00 ] /ak911/index.php/Backup/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000812s ]
[ 2014-10-11T17:45:15+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000924s ]
[ 2014-10-11T17:45:15+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_parse ] --START--
[ 2014-10-11T17:45:15+08:00 ] /ak911/index.php/Backup/ | INFO: Run ParseTemplate Behavior [ RunTime:0.010221s ]
[ 2014-10-11T17:45:15+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.010304s ]
[ 2014-10-11T17:45:15+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_filter ] --START--
[ 2014-10-11T17:45:15+08:00 ] /ak911/index.php/Backup/ | INFO: Run ContentReplace Behavior [ RunTime:0.000461s ]
[ 2014-10-11T17:45:15+08:00 ] /ak911/index.php/Backup/ | INFO: Run TokenBuild Behavior [ RunTime:0.000487s ]
[ 2014-10-11T17:45:15+08:00 ] /ak911/index.php/Backup/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000304s ]
[ 2014-10-11T17:45:15+08:00 ] /ak911/index.php/Backup/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000506s ]
[ 2014-10-11T17:45:15+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001957s ]
[ 2014-10-11T17:45:15+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_end ] --START--
[ 2014-10-11T17:45:15+08:00 ] /ak911/index.php/Backup/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000402s ]
[ 2014-10-11T17:45:15+08:00 ] /ak911/index.php/Backup/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000473s ]
[ 2014-10-11T17:46:33+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ route_check ] --START--
[ 2014-10-11T17:46:33+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run CheckRoute Behavior [ RunTime:0.001064s ]
[ 2014-10-11T17:46:33+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001178s ]
[ 2014-10-11T17:46:33+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-11T17:46:33+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000747s ]
[ 2014-10-11T17:46:33+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000834s ]
[ 2014-10-11T17:46:33+08:00 ] /ak911/index.php/Backup/index/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-11T17:46:33+08:00 ] /ak911/index.php/Backup/index/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-11T17:46:33+08:00 ] /ak911/index.php/Backup/index/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.011619s ]
[ 2014-10-11T17:46:33+08:00 ] /ak911/index.php/Backup/index/ | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000529s ]
[ 2014-10-11T17:46:33+08:00 ] /ak911/index.php/Backup/index/ | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.009264s ]
[ 2014-10-11T17:46:33+08:00 ] /ak911/index.php/Backup/index/ | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000528s ]
[ 2014-10-11T17:46:33+08:00 ] /ak911/index.php/Backup/index/ | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-11T17:46:33+08:00 ] /ak911/index.php/Backup/index/ | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000284s ]
[ 2014-10-11T17:46:33+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_template ] --START--
[ 2014-10-11T17:46:33+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001359s ]
[ 2014-10-11T17:46:33+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001540s ]
[ 2014-10-11T17:46:33+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_parse ] --START--
[ 2014-10-11T17:46:34+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run ParseTemplate Behavior [ RunTime:0.011026s ]
[ 2014-10-11T17:46:34+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.011115s ]
[ 2014-10-11T17:46:34+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_filter ] --START--
[ 2014-10-11T17:46:34+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run ContentReplace Behavior [ RunTime:0.000620s ]
[ 2014-10-11T17:46:34+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run TokenBuild Behavior [ RunTime:0.000638s ]
[ 2014-10-11T17:46:34+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000370s ]
[ 2014-10-11T17:46:34+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000553s ]
[ 2014-10-11T17:46:34+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002419s ]
[ 2014-10-11T17:46:34+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_end ] --START--
[ 2014-10-11T17:46:34+08:00 ] /ak911/index.php/Backup/index/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000565s ]
[ 2014-10-11T17:46:34+08:00 ] /ak911/index.php/Backup/index/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000646s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | INFO: Tag[ route_check ] --START--
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | INFO: Run CheckRoute Behavior [ RunTime:0.000984s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | INFO: Tag[ route_check ] --END-- [ RunTime:0.001085s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | INFO: Tag[ app_begin ] --START--
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000612s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000686s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 152 行.
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 152 行.
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 160 行.
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | NOTIC: [2] eregi() expects parameter 2 to be string, array given CommonAction.class.php 第 160 行.
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007957s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1637' ) AND ( `user_id` = '111' ) LIMIT 1   [ RunTime:0.000732s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.005830s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000358s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | SQL: SHOW COLUMNS FROM `xt_gp` [ RunTime:0.006086s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | SQL: SHOW COLUMNS FROM `xt_gupiao` [ RunTime:0.004695s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | SQL: SELECT `gp_one`,`gp_fxnum`,`gp_senum`,`gp_cnum` FROM `xt_fee` LIMIT 1   [ RunTime:0.000871s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | SQL: SHOW COLUMNS FROM `xt_xml` [ RunTime:0.004437s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | SQL: SELECT * FROM `xt_gp` WHERE id=1 LIMIT 1   [ RunTime:0.000416s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | SQL: update xt_gp set yt_sellnum=gp_quantity,gp_quantity=0,closing=opening where id=1 and gp_quantity= [ RunTime:0.000143s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | SQL: update xt_gp set today=opening,most_g=opening,most_d=opening,f_date='

1413020796' where id=1 [ RunTime:0.000453s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | NOTIC: [2] mysql_num_rows() expects parameter 1 to be resource, boolean given DbMysql.class.php 第 132 行.
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | NOTIC: [2] mysql_free_result() expects parameter 1 to be resource, boolean given DbMysql.class.php 第 97 行.
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | SQL: SELECT * FROM `xt_xml` WHERE x_date>=1325347200 ORDER BY x_date desc  [ RunTime:0.000921s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | NOTIC: [2] Invalid argument supplied for foreach() GupiaoAction.class.php 第 2168 行.
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | NOTIC: [2] file_put_contents(./Public/U/data2.csv) [<a href='function.file-put-contents'>function.file-put-contents</a>]: failed to open stream: No such file or directory GupiaoAction.class.php 第 2177 行.
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | SQL: SHOW COLUMNS FROM `xt_inout` [ RunTime:0.005442s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | SQL: SELECT `gp_kg` FROM `xt_fee` LIMIT 1   [ RunTime:0.000321s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | SQL: SELECT `gp_one`,`fgq`,`open`,`gpzjgl`,`zjyl`,`cha_zjyl` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000226s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | NOTIC: [8] Undefined index: gp_fxnum GupiaoAction.class.php 第 383 行.
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | NOTIC: [8] Undefined index: gp_senum GupiaoAction.class.php 第 384 行.
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | SQL: SELECT `live_gupiao`,`all_in_gupiao`,`all_out_gupiao` FROM `xt_fck` WHERE id=1637 LIMIT 1   [ RunTime:0.000214s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | SQL: SELECT SUM(only_nums) AS tp_sum FROM `xt_inout` WHERE uid=1637 and type=0 and ispay=0 LIMIT 1   [ RunTime:0.000256s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | SQL: SELECT COUNT(*) AS tp_count FROM `xt_inout` WHERE type=0 and id>0 and uid=1637 LIMIT 1   [ RunTime:0.000276s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | SQL: SELECT * FROM `xt_inout` WHERE type=0 and id>0 and uid=1637 ORDER BY add_time desc LIMIT 0,10   [ RunTime:0.000324s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | NOTIC: [8] Undefined index: only_nums GupiaoAction.class.php 第 421 行.
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | NOTIC: [8] Undefined index: one_price GupiaoAction.class.php 第 421 行.
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | SQL: SELECT `agent_zz`,`pdt`,`is_agent` FROM `xt_fck` WHERE id=1637 LIMIT 1   [ RunTime:0.000224s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | INFO: Tag[ view_template ] --START--
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | INFO: Run LocationTemplate Behavior [ RunTime:0.000881s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | INFO: Tag[ view_template ] --END-- [ RunTime:0.000957s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | INFO: Tag[ view_parse ] --START--
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | NOTIC: [8] Undefined variable: System_namex a0d4576e439681fe58029f92b90a126c.php 第 5 行.
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | NOTIC: [8] Undefined variable: gp_kg a0d4576e439681fe58029f92b90a126c.php 第 94 行.
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | INFO: Run ParseTemplate Behavior [ RunTime:0.013057s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | INFO: Tag[ view_parse ] --END-- [ RunTime:0.013131s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | INFO: Tag[ view_filter ] --START--
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | INFO: Run ContentReplace Behavior [ RunTime:0.000534s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | INFO: Run TokenBuild Behavior [ RunTime:0.000577s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000383s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | INFO: Run ShowRuntime Behavior [ RunTime:0.000564s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002272s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | INFO: Tag[ view_end ] --START--
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | INFO: Run ShowPageTrace Behavior [ RunTime:0.000479s ]
[ 2014-10-11T17:46:36+08:00 ] /ak911/index.php/Gupiao/buyGPform | INFO: Tag[ view_end ] --END-- [ RunTime:0.000553s ]
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | INFO: Tag[ route_check ] --START--
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | INFO: Run CheckRoute Behavior [ RunTime:0.000912s ]
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | INFO: Tag[ route_check ] --END-- [ RunTime:0.001022s ]
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | INFO: Tag[ app_begin ] --START--
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000637s ]
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000711s ]
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 153 行.
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 153 行.
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 153 行.
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 153 行.
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 153 行.
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 153 行.
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 160 行.
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | NOTIC: [2] eregi() expects parameter 2 to be string, array given CommonAction.class.php 第 160 行.
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.008555s ]
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1637' ) AND ( `user_id` = '111' ) LIMIT 1   [ RunTime:0.000416s ]
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.008979s ]
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000295s ]
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | SQL: SHOW COLUMNS FROM `xt_gp` [ RunTime:0.006102s ]
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | SQL: SHOW COLUMNS FROM `xt_gupiao` [ RunTime:0.003871s ]
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | SQL: SELECT `gp_one`,`gp_fxnum`,`gp_senum`,`gp_cnum` FROM `xt_fee` LIMIT 1   [ RunTime:0.000192s ]
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | SQL: SHOW COLUMNS FROM `xt_xml` [ RunTime:0.003807s ]
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | SQL: SELECT * FROM `xt_gp` WHERE id=1 LIMIT 1   [ RunTime:0.000325s ]
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | SQL: update xt_gp set yt_sellnum=gp_quantity,gp_quantity=0,closing=opening where id=1 and gp_quantity= [ RunTime:0.000133s ]
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | SQL: update xt_gp set today=opening,most_g=opening,most_d=opening,f_date='

1413020833' where id=1 [ RunTime:0.000205s ]
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | NOTIC: [2] mysql_num_rows() expects parameter 1 to be resource, boolean given DbMysql.class.php 第 132 行.
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | NOTIC: [2] mysql_free_result() expects parameter 1 to be resource, boolean given DbMysql.class.php 第 97 行.
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | SQL: SELECT * FROM `xt_xml` WHERE x_date>=1325347200 ORDER BY x_date desc  [ RunTime:0.000271s ]
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | NOTIC: [2] Invalid argument supplied for foreach() GupiaoAction.class.php 第 2168 行.
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | NOTIC: [2] file_put_contents(./Public/U/data2.csv) [<a href='function.file-put-contents'>function.file-put-contents</a>]: failed to open stream: No such file or directory GupiaoAction.class.php 第 2177 行.
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | NOTIC: [8] Undefined index: one_price GupiaoAction.class.php 第 1105 行.
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007558s ]
[ 2014-10-11T17:47:13+08:00 ] /ak911/index.php/Gupiao/buyGP | SQL: SELECT `passopen`,`agent_zz` FROM `xt_fck` WHERE id=1637 LIMIT 1   [ RunTime:0.000310s ]
