[ 2014-10-05T18:51:00+08:00 ] /index.php/Public/News/ | INFO: Tag[ route_check ] --START--
[ 2014-10-05T21:25:38+08:00 ] /index.php | NOTIC: [2] Invalid argument supplied for foreach() IndexAction.class.php 第 146 行.
[ 2014-10-05T21:25:38+08:00 ] /index.php | INFO: Tag[ view_template ] --START--
[ 2014-10-05T21:25:38+08:00 ] /index.php | INFO: Run LocationTemplate Behavior [ RunTime:0.000578s ]
[ 2014-10-05T21:25:38+08:00 ] /index.php | INFO: Tag[ view_template ] --END-- [ RunTime:0.000657s ]
[ 2014-10-05T21:25:38+08:00 ] /index.php | INFO: Tag[ view_parse ] --START--
[ 2014-10-05T21:25:38+08:00 ] /index.php | INFO: Run ParseTemplate Behavior [ RunTime:0.036817s ]
[ 2014-10-05T21:25:38+08:00 ] /index.php | INFO: Tag[ view_parse ] --END-- [ RunTime:0.036957s ]
[ 2014-10-05T21:25:38+08:00 ] /index.php | INFO: Tag[ view_filter ] --START--
[ 2014-10-05T21:25:38+08:00 ] /index.php | INFO: Run ContentReplace Behavior [ RunTime:0.000552s ]
[ 2014-10-05T21:25:38+08:00 ] /index.php | INFO: Run TokenBuild Behavior [ RunTime:0.000498s ]
[ 2014-10-05T21:25:38+08:00 ] /index.php | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000289s ]
[ 2014-10-05T21:25:38+08:00 ] /index.php | INFO: Run ShowRuntime Behavior [ RunTime:0.000558s ]
[ 2014-10-05T21:25:38+08:00 ] /index.php | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002098s ]
[ 2014-10-05T21:25:38+08:00 ] /index.php | INFO: Tag[ view_end ] --START--
[ 2014-10-05T21:25:38+08:00 ] /index.php | INFO: Run ShowPageTrace Behavior [ RunTime:0.000690s ]
[ 2014-10-05T21:25:38+08:00 ] /index.php | INFO: Tag[ view_end ] --END-- [ RunTime:0.000776s ]
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | INFO: Tag[ route_check ] --START--
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | INFO: Run CheckRoute Behavior [ RunTime:0.004680s ]
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.004780s ]
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000747s ]
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000821s ]
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 152 行.
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 152 行.
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | NOTIC: [8] Array to string conversion CommonAction.class.php 第 160 行.
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.011957s ]
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '295' ) AND ( `user_id` = '666666' ) LIMIT 1   [ RunTime:0.000291s ]
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.002394s ]
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000203s ]
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | NOTIC: [8] Undefined index:  user_type CommonAction.class.php 第 81 行.
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | NOTIC: [8] Undefined index:  name PublicAction.class.php 第 259 行.
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | SQL: SHOW COLUMNS FROM `xt_form` [ RunTime:0.001412s ]
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | SQL: SELECT COUNT(*) AS tp_count FROM `xt_form` WHERE ( `status` = 1 ) AND ( `title` LIKE '%%' ) LIMIT 1   [ RunTime:0.000304s ]
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | SQL: SELECT * FROM `xt_form` WHERE ( `status` = 1 ) AND ( `title` LIKE '%%' ) ORDER BY baile desc,id desc LIMIT 0,20   [ RunTime:0.003684s ]
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | SQL: SHOW COLUMNS FROM `xt_msg` [ RunTime:0.005132s ]
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | SQL: SELECT COUNT(*) AS tp_count FROM `xt_msg` WHERE ( `isid` = '295' ) AND ( `s_uid` = '295' ) AND ( `is_read` = 0 ) LIMIT 1   [ RunTime:0.000183s ]
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | INFO: Tag[ view_template ] --START--
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000433s ]
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000515s ]
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | INFO: Tag[ view_parse ] --START--
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | INFO: Run ParseTemplate Behavior [ RunTime:0.025988s ]
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.026074s ]
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | INFO: Tag[ view_filter ] --START--
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | INFO: Run ContentReplace Behavior [ RunTime:0.000449s ]
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | INFO: Run TokenBuild Behavior [ RunTime:0.000448s ]
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000354s ]
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000544s ]
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002000s ]
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | INFO: Tag[ view_end ] --START--
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000690s ]
[ 2014-10-05T21:25:39+08:00 ] /index.php/Public/News/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000759s ]
[ 2014-10-05T21:26:31+08:00 ] /index.php/News/News_5 | INFO: Tag[ route_check ] --START--
[ 2014-10-05T21:26:31+08:00 ] /index.php/News/News_5 | INFO: Run CheckRoute Behavior [ RunTime:0.000986s ]
[ 2014-10-05T21:26:31+08:00 ] /index.php/News/News_5 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001084s ]
[ 2014-10-05T21:26:31+08:00 ] /index.php/News/News_5 | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T21:26:31+08:00 ] /index.php/News/News_5 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000654s ]
[ 2014-10-05T21:26:31+08:00 ] /index.php/News/News_5 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000727s ]
[ 2014-10-05T21:26:32+08:00 ] /index.php/News/News_5 | NOTIC: [8] Array to string conversion CommonAction.class.php 第 160 行.
[ 2014-10-05T21:26:32+08:00 ] /index.php/News/News_5 | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.003933s ]
[ 2014-10-05T21:26:32+08:00 ] /index.php/News/News_5 | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000496s ]
[ 2014-10-05T21:26:32+08:00 ] /index.php/News/News_5 | SQL: SHOW COLUMNS FROM `xt_form` [ RunTime:0.005025s ]
[ 2014-10-05T21:26:32+08:00 ] /index.php/News/News_5 | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead NewsAction.class.php 第 379 行.
[ 2014-10-05T21:26:32+08:00 ] /index.php/News/News_5 | SQL: UPDATE `xt_form` SET `title`='欧金事业优惠活动方案',`type`='1',`content`='<p>&nbsp; &nbsp; &nbsp;&nbsp; <span style=\"font-size: xx-large;\">&nbsp; 亲爱的家人们！朋友们：欢迎您了解欧金事业！为了感谢各位会员对公司的信任与支持，经公司董事会决定公司启动期间给予市场以下优惠：</span><span style=\"font-size: xx-large;\"><br />\r\n&nbsp; &nbsp; &nbsp; <span style=\"color: rgb(255, 0, 0);\">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;1,2014年10月6日--8日加盟一星享受级为五星所有待遇，9日---11日加盟一星享受四星所有待遇，12日---14日加盟一星享受三星所有待遇;<br />\r\n&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;2.10月6日---8日充值1500美金公司开通报单中心同时给予2200美金货币，9日---11日给予2000美金货币，12日---14日给予1800美金货币.</span><br />\r\n&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; 本活动结束后按照正常报单充值流程，请大家抓住机会，最终解释权归欧金事业所有，谢谢大家的信任与支持！欧金事业，创造梦想的舞台！</span><span style=\"font-size: xx-large;\">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;欧金事业项目组</span></p>\r\n<div><span style=\"font-size: xx-large;\">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;二0一四年十月五日</span></div>',`create_time`=1412438757,`update_time`=1412515592,`status`=1 WHERE ( `id` = '68' ) [ RunTime:0.000320s ]
[ 2014-10-05T21:26:32+08:00 ] /index.php/News/News_5 | INFO: Tag[ view_template ] --START--
[ 2014-10-05T21:26:32+08:00 ] /index.php/News/News_5 | INFO: Run LocationTemplate Behavior [ RunTime:0.000911s ]
[ 2014-10-05T21:26:32+08:00 ] /index.php/News/News_5 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000990s ]
[ 2014-10-05T21:26:32+08:00 ] /index.php/News/News_5 | INFO: Tag[ view_parse ] --START--
[ 2014-10-05T21:26:32+08:00 ] /index.php/News/News_5 | NOTIC: [8] Undefined variable: System_namex ca90b60b01cf8868cd4fc256ee9901cb.php 第 5 行.
[ 2014-10-05T21:26:32+08:00 ] /index.php/News/News_5 | INFO: Run ParseTemplate Behavior [ RunTime:0.017906s ]
[ 2014-10-05T21:26:32+08:00 ] /index.php/News/News_5 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.017982s ]
[ 2014-10-05T21:26:32+08:00 ] /index.php/News/News_5 | INFO: Tag[ view_filter ] --START--
[ 2014-10-05T21:26:32+08:00 ] /index.php/News/News_5 | INFO: Run ContentReplace Behavior [ RunTime:0.000400s ]
[ 2014-10-05T21:26:32+08:00 ] /index.php/News/News_5 | INFO: Run TokenBuild Behavior [ RunTime:0.000467s ]
[ 2014-10-05T21:26:32+08:00 ] /index.php/News/News_5 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000263s ]
[ 2014-10-05T21:26:32+08:00 ] /index.php/News/News_5 | INFO: Run ShowRuntime Behavior [ RunTime:0.000557s ]
[ 2014-10-05T21:26:32+08:00 ] /index.php/News/News_5 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001887s ]
[ 2014-10-05T21:26:32+08:00 ] /index.php/News/News_5 | INFO: Tag[ view_end ] --START--
[ 2014-10-05T21:26:32+08:00 ] /index.php/News/News_5 | INFO: Run ShowPageTrace Behavior [ RunTime:0.004421s ]
[ 2014-10-05T21:26:32+08:00 ] /index.php/News/News_5 | INFO: Tag[ view_end ] --END-- [ RunTime:0.004498s ]
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | INFO: Tag[ route_check ] --START--
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | INFO: Run CheckRoute Behavior [ RunTime:0.004618s ]
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.004715s ]
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000674s ]
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000747s ]
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 152 行.
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 152 行.
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | NOTIC: [8] Array to string conversion CommonAction.class.php 第 160 行.
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007608s ]
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000255s ]
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | SQL: SHOW COLUMNS FROM `xt_form` [ RunTime:0.001434s ]
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | NOTIC: [8] Undefined index:  title NewsAction.class.php 第 167 行.
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | NOTIC: [8] Undefined variable: map NewsAction.class.php 第 182 行.
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | SQL: SELECT COUNT(*) AS tp_count FROM `xt_form` LIMIT 1   [ RunTime:0.000175s ]
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | NOTIC: [8] Undefined variable: map NewsAction.class.php 第 190 行.
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | SQL: SELECT * FROM `xt_form` ORDER BY baile desc,create_time desc,id desc LIMIT 0,10   [ RunTime:0.000388s ]
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | INFO: Tag[ view_template ] --START--
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | INFO: Run LocationTemplate Behavior [ RunTime:0.000722s ]
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.000800s ]
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | INFO: Tag[ view_parse ] --START--
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | NOTIC: [8] Undefined variable: System_namex 098e4ed8afdf0e589ac27011001b50d7.php 第 5 行.
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | INFO: Run ParseTemplate Behavior [ RunTime:0.026482s ]
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.026580s ]
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | INFO: Tag[ view_filter ] --START--
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | INFO: Run ContentReplace Behavior [ RunTime:0.000430s ]
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | INFO: Run TokenBuild Behavior [ RunTime:0.000569s ]
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000270s ]
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000560s ]
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002050s ]
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | INFO: Tag[ view_end ] --START--
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.000651s ]
[ 2014-10-05T21:26:37+08:00 ] /index.php/News/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.000739s ]
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | INFO: Tag[ route_check ] --START--
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | INFO: Run CheckRoute Behavior [ RunTime:0.000987s ]
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001086s ]
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000648s ]
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000721s ]
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 152 行.
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 152 行.
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | NOTIC: [8] Array to string conversion CommonAction.class.php 第 160 行.
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.003934s ]
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000278s ]
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | SQL: SHOW COLUMNS FROM `xt_form` [ RunTime:0.008419s ]
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | SQL: SELECT * FROM `xt_form` WHERE ( `id` = '69' ) LIMIT 1   [ RunTime:0.000221s ]
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | NOTIC: [2] Missing argument 1 for FCKeditor::__construct(), called in D:\test\www\ak911\Vip\Lib\Action\CommonAction.class.php on line 547 and defined fckeditor_php5.php 第 130 行.
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | NOTIC: [8] Undefined variable: instanceName fckeditor_php5.php 第 132 行.
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | INFO: Tag[ view_template ] --START--
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | INFO: Run LocationTemplate Behavior [ RunTime:0.000844s ]
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000926s ]
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | INFO: Tag[ view_parse ] --START--
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | NOTIC: [8] Undefined variable: System_namex 5f51e639a9d5824c4d9b46ec19c3c974.php 第 5 行.
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | INFO: Run ParseTemplate Behavior [ RunTime:0.023261s ]
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.023340s ]
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | INFO: Tag[ view_filter ] --START--
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | INFO: Run ContentReplace Behavior [ RunTime:0.000448s ]
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | INFO: Run TokenBuild Behavior [ RunTime:0.000488s ]
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000262s ]
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | INFO: Run ShowRuntime Behavior [ RunTime:0.000544s ]
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001963s ]
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | INFO: Tag[ view_end ] --START--
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000676s ]
[ 2014-10-05T21:26:39+08:00 ] /index.php/News/News_edit/EDid/69 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000747s ]
[ 2014-10-05T21:27:17+08:00 ] /index.php/News/News_5 | INFO: Tag[ route_check ] --START--
[ 2014-10-05T21:27:17+08:00 ] /index.php/News/News_5 | INFO: Run CheckRoute Behavior [ RunTime:0.000964s ]
[ 2014-10-05T21:27:17+08:00 ] /index.php/News/News_5 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001110s ]
[ 2014-10-05T21:27:17+08:00 ] /index.php/News/News_5 | INFO: Tag[ app_begin ] --START--
[ 2014-10-05T21:27:17+08:00 ] /index.php/News/News_5 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000644s ]
[ 2014-10-05T21:27:17+08:00 ] /index.php/News/News_5 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000717s ]
[ 2014-10-05T21:27:17+08:00 ] /index.php/News/News_5 | NOTIC: [8] Array to string conversion CommonAction.class.php 第 160 行.
[ 2014-10-05T21:27:17+08:00 ] /index.php/News/News_5 | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.003998s ]
[ 2014-10-05T21:27:17+08:00 ] /index.php/News/News_5 | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000263s ]
[ 2014-10-05T21:27:17+08:00 ] /index.php/News/News_5 | SQL: SHOW COLUMNS FROM `xt_form` [ RunTime:0.001456s ]
[ 2014-10-05T21:27:17+08:00 ] /index.php/News/News_5 | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead NewsAction.class.php 第 379 行.
[ 2014-10-05T21:27:17+08:00 ] /index.php/News/News_5 | SQL: UPDATE `xt_form` SET `title`='关于股票系统上线的通知',`type`='1',`content`='<div>&nbsp;<span style=\"font-size: xx-large;\"> &nbsp; </span><span style=\"font-size: large;\">&nbsp;</span><span style=\"font-size: x-large;\">亲爱的家人们！感谢您对欧金事业的信任与支持，经公司董事会研究决定！为了同时启动国际市场，欧金事业复利宝股权交易系统于<span style=\"color: rgb(255, 0, 0);\">2014年10月15日</span>前后对接，感谢各位家人的理解与支持！谢谢！欧金事业，创造梦想的舞台！</span></div>\r\n<div><span style=\"font-size: x-large;\">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; 欧金事业项目组</span></div>\r\n<div><span style=\"font-size: x-large;\">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;二0一四年十月五日</span></div>',`create_time`=1412479539,`update_time`=1412515637,`status`=1 WHERE ( `id` = '69' ) [ RunTime:0.000308s ]
[ 2014-10-05T21:27:17+08:00 ] /index.php/News/News_5 | INFO: Tag[ view_template ] --START--
[ 2014-10-05T21:27:17+08:00 ] /index.php/News/News_5 | INFO: Run LocationTemplate Behavior [ RunTime:0.000624s ]
[ 2014-10-05T21:27:17+08:00 ] /index.php/News/News_5 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000707s ]
[ 2014-10-05T21:27:17+08:00 ] /index.php/News/News_5 | INFO: Tag[ view_parse ] --START--
[ 2014-10-05T21:27:17+08:00 ] /index.php/News/News_5 | NOTIC: [8] Undefined variable: System_namex ca90b60b01cf8868cd4fc256ee9901cb.php 第 5 行.
[ 2014-10-05T21:27:17+08:00 ] /index.php/News/News_5 | INFO: Run ParseTemplate Behavior [ RunTime:0.021573s ]
[ 2014-10-05T21:27:17+08:00 ] /index.php/News/News_5 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021650s ]
[ 2014-10-05T21:27:17+08:00 ] /index.php/News/News_5 | INFO: Tag[ view_filter ] --START--
[ 2014-10-05T21:27:17+08:00 ] /index.php/News/News_5 | INFO: Run ContentReplace Behavior [ RunTime:0.000438s ]
[ 2014-10-05T21:27:17+08:00 ] /index.php/News/News_5 | INFO: Run TokenBuild Behavior [ RunTime:0.000438s ]
[ 2014-10-05T21:27:17+08:00 ] /index.php/News/News_5 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000273s ]
[ 2014-10-05T21:27:17+08:00 ] /index.php/News/News_5 | INFO: Run ShowRuntime Behavior [ RunTime:0.000564s ]
[ 2014-10-05T21:27:17+08:00 ] /index.php/News/News_5 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001919s ]
[ 2014-10-05T21:27:17+08:00 ] /index.php/News/News_5 | INFO: Tag[ view_end ] --START--
[ 2014-10-05T21:27:17+08:00 ] /index.php/News/News_5 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000705s ]
[ 2014-10-05T21:27:17+08:00 ] /index.php/News/News_5 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000776s ]
[ 2014-10-05T21:27:19+08:00 ] /index.php/News/index | INFO: Tag[ route_check ] --START--
[ 2014-10-05T21:27:19+08:00 ] /index.php/News/index | INFO: Run CheckRoute Behavior [ RunTime:0.004685s ]
[ 2014-10-05T21:27:19+08:00 ] /index.php/News/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.004784s ]
