[ 2014-10-23T14:06:42+08:00 ] /ak911/index.php/YouZi/codys/Urlsz/1 | INFO: Tag[ route_check ] --START--
[ 2014-10-23T14:34:41+08:00 ] /ak911/index.php/News/index/ | SQL: SHOW COLUMNS FROM `xt_form` [ RunTime:0.005104s ]
[ 2014-10-23T14:34:41+08:00 ] /ak911/index.php/News/index/ | NOTIC: [8] Undefined index: title NewsAction.class.php 第 167 行.
[ 2014-10-23T14:34:41+08:00 ] /ak911/index.php/News/index/ | NOTIC: [8] Undefined variable: map NewsAction.class.php 第 182 行.
[ 2014-10-23T14:34:41+08:00 ] /ak911/index.php/News/index/ | SQL: SELECT COUNT(*) AS tp_count FROM `xt_form` LIMIT 1   [ RunTime:0.000218s ]
[ 2014-10-23T14:34:41+08:00 ] /ak911/index.php/News/index/ | NOTIC: [8] Undefined variable: map NewsAction.class.php 第 190 行.
[ 2014-10-23T14:34:41+08:00 ] /ak911/index.php/News/index/ | SQL: SELECT * FROM `xt_form` ORDER BY baile desc,create_time desc,id desc LIMIT 0,10   [ RunTime:0.000326s ]
[ 2014-10-23T14:34:41+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_template ] --START--
[ 2014-10-23T14:34:41+08:00 ] /ak911/index.php/News/index/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000832s ]
[ 2014-10-23T14:34:41+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000908s ]
[ 2014-10-23T14:34:41+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_parse ] --START--
[ 2014-10-23T14:34:41+08:00 ] /ak911/index.php/News/index/ | NOTIC: [8] Undefined variable: System_namex 098e4ed8afdf0e589ac27011001b50d7.php 第 5 行.
[ 2014-10-23T14:34:41+08:00 ] /ak911/index.php/News/index/ | INFO: Run ParseTemplate Behavior [ RunTime:0.011769s ]
[ 2014-10-23T14:34:41+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.011874s ]
[ 2014-10-23T14:34:41+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_filter ] --START--
[ 2014-10-23T14:34:41+08:00 ] /ak911/index.php/News/index/ | INFO: Run ContentReplace Behavior [ RunTime:0.000634s ]
[ 2014-10-23T14:34:41+08:00 ] /ak911/index.php/News/index/ | INFO: Run TokenBuild Behavior [ RunTime:0.000692s ]
[ 2014-10-23T14:34:41+08:00 ] /ak911/index.php/News/index/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000363s ]
[ 2014-10-23T14:34:41+08:00 ] /ak911/index.php/News/index/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000576s ]
[ 2014-10-23T14:34:41+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002488s ]
[ 2014-10-23T14:34:41+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_end ] --START--
[ 2014-10-23T14:34:41+08:00 ] /ak911/index.php/News/index/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000487s ]
[ 2014-10-23T14:34:41+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000562s ]
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ route_check ] --START--
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | INFO: Run CheckRoute Behavior [ RunTime:0.000958s ]
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001063s ]
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000692s ]
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000771s ]
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 152 行.
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 152 行.
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 160 行.
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | NOTIC: [2] eregi() expects parameter 2 to be string, array given CommonAction.class.php 第 160 行.
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007766s ]
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000366s ]
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | SQL: SHOW COLUMNS FROM `xt_form` [ RunTime:0.004846s ]
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | NOTIC: [8] Undefined index: title NewsAction.class.php 第 167 行.
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | NOTIC: [8] Undefined variable: map NewsAction.class.php 第 182 行.
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | SQL: SELECT COUNT(*) AS tp_count FROM `xt_form` LIMIT 1   [ RunTime:0.000276s ]
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | NOTIC: [8] Undefined variable: map NewsAction.class.php 第 190 行.
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | SQL: SELECT * FROM `xt_form` ORDER BY baile desc,create_time desc,id desc LIMIT 0,10   [ RunTime:0.000531s ]
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_template ] --START--
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000870s ]
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000949s ]
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_parse ] --START--
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | NOTIC: [8] Undefined variable: System_namex 098e4ed8afdf0e589ac27011001b50d7.php 第 5 行.
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | INFO: Run ParseTemplate Behavior [ RunTime:0.011037s ]
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.011116s ]
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_filter ] --START--
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | INFO: Run ContentReplace Behavior [ RunTime:0.000552s ]
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | INFO: Run TokenBuild Behavior [ RunTime:0.000585s ]
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000354s ]
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000571s ]
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002270s ]
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_end ] --START--
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000529s ]
[ 2014-10-23T15:06:15+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000604s ]
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ route_check ] --START--
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | INFO: Run CheckRoute Behavior [ RunTime:0.000708s ]
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.000808s ]
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000612s ]
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000688s ]
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 152 行.
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 152 行.
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 160 行.
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | NOTIC: [2] eregi() expects parameter 2 to be string, array given CommonAction.class.php 第 160 行.
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007255s ]
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000548s ]
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | SQL: SHOW COLUMNS FROM `xt_form` [ RunTime:0.005720s ]
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | NOTIC: [8] Undefined index: title NewsAction.class.php 第 167 行.
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | NOTIC: [8] Undefined variable: map NewsAction.class.php 第 182 行.
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | SQL: SELECT COUNT(*) AS tp_count FROM `xt_form` LIMIT 1   [ RunTime:0.003010s ]
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | NOTIC: [8] Undefined variable: map NewsAction.class.php 第 190 行.
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | SQL: SELECT * FROM `xt_form` ORDER BY baile desc,create_time desc,id desc LIMIT 0,10   [ RunTime:0.000570s ]
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_template ] --START--
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000550s ]
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000633s ]
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_parse ] --START--
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | NOTIC: [8] Undefined variable: System_namex 098e4ed8afdf0e589ac27011001b50d7.php 第 5 行.
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | INFO: Run ParseTemplate Behavior [ RunTime:0.010788s ]
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.010867s ]
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_filter ] --START--
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | INFO: Run ContentReplace Behavior [ RunTime:0.000421s ]
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | INFO: Run TokenBuild Behavior [ RunTime:0.000476s ]
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000268s ]
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000509s ]
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001874s ]
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_end ] --START--
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000429s ]
[ 2014-10-23T15:06:18+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000504s ]
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ route_check ] --START--
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | INFO: Run CheckRoute Behavior [ RunTime:0.001273s ]
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001449s ]
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001048s ]
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001191s ]
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 152 行.
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 152 行.
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 160 行.
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | NOTIC: [2] eregi() expects parameter 2 to be string, array given CommonAction.class.php 第 160 行.
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.009579s ]
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000423s ]
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | SQL: SHOW COLUMNS FROM `xt_form` [ RunTime:0.005114s ]
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | NOTIC: [8] Undefined index: title NewsAction.class.php 第 167 行.
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | NOTIC: [8] Undefined variable: map NewsAction.class.php 第 182 行.
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | SQL: SELECT COUNT(*) AS tp_count FROM `xt_form` LIMIT 1   [ RunTime:0.000392s ]
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | NOTIC: [8] Undefined variable: map NewsAction.class.php 第 190 行.
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | SQL: SELECT * FROM `xt_form` ORDER BY baile desc,create_time desc,id desc LIMIT 0,10   [ RunTime:0.000671s ]
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_template ] --START--
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001147s ]
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001288s ]
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_parse ] --START--
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | NOTIC: [8] Undefined variable: System_namex fb04d03af291fc7c535c3fbe16dff798.php 第 5 行.
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | INFO: Run ParseTemplate Behavior [ RunTime:0.013118s ]
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.013223s ]
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_filter ] --START--
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | INFO: Run ContentReplace Behavior [ RunTime:0.000511s ]
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | INFO: Run TokenBuild Behavior [ RunTime:0.000509s ]
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000280s ]
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000522s ]
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002030s ]
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_end ] --START--
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000476s ]
[ 2014-10-23T15:06:46+08:00 ] /ak911/index.php/News/index/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000555s ]
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | INFO: Tag[ route_check ] --START--
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | INFO: Run CheckRoute Behavior [ RunTime:0.001044s ]
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001158s ]
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000728s ]
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000816s ]
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 152 行.
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 152 行.
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 160 行.
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | NOTIC: [2] eregi() expects parameter 2 to be string, array given CommonAction.class.php 第 160 行.
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.008107s ]
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000396s ]
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | SQL: SHOW COLUMNS FROM `xt_plan` [ RunTime:0.004399s ]
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | SQL: SELECT * FROM `xt_plan` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000265s ]
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | NOTIC: [2] Missing argument 1 for FCKeditor::__construct(), called in D:\wamp1\www\ak911\Vip\Lib\Action\CommonAction.class.php on line 547 and defined fckeditor_php5.php 第 130 行.
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | NOTIC: [8] Undefined variable: instanceName fckeditor_php5.php 第 132 行.
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | INFO: Tag[ view_template ] --START--
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001015s ]
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001119s ]
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | INFO: Tag[ view_parse ] --START--
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | NOTIC: [8] Undefined variable: System_namex 935d62b465cbed101f7d1d2317b9291d.php 第 5 行.
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | INFO: Run ParseTemplate Behavior [ RunTime:0.007868s ]
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.007958s ]
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | INFO: Tag[ view_filter ] --START--
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | INFO: Run ContentReplace Behavior [ RunTime:0.000505s ]
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | INFO: Run TokenBuild Behavior [ RunTime:0.000897s ]
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000543s ]
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000636s ]
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002802s ]
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | INFO: Tag[ view_end ] --START--
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000667s ]
[ 2014-10-23T15:06:54+08:00 ] /ak911/index.php/News/plan/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000778s ]
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | INFO: Tag[ route_check ] --START--
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | INFO: Run CheckRoute Behavior [ RunTime:0.001057s ]
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001157s ]
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000712s ]
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000786s ]
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 152 行.
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 152 行.
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 160 行.
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | NOTIC: [2] eregi() expects parameter 2 to be string, array given CommonAction.class.php 第 160 行.
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007273s ]
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | SQL: SELECT `id`,`user_id` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `is_boss` > 0 ) LIMIT 1   [ RunTime:0.000418s ]
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | SQL: SHOW COLUMNS FROM `xt_plan` [ RunTime:0.004048s ]
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | SQL: SELECT * FROM `xt_plan` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000220s ]
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | NOTIC: [2] Missing argument 1 for FCKeditor::__construct(), called in D:\wamp1\www\ak911\Vip\Lib\Action\CommonAction.class.php on line 547 and defined fckeditor_php5.php 第 130 行.
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | NOTIC: [8] Undefined variable: instanceName fckeditor_php5.php 第 132 行.
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | INFO: Tag[ view_template ] --START--
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000897s ]
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000985s ]
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | INFO: Tag[ view_parse ] --START--
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | NOTIC: [8] Undefined variable: System_namex 935d62b465cbed101f7d1d2317b9291d.php 第 5 行.
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | INFO: Run ParseTemplate Behavior [ RunTime:0.007613s ]
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.007693s ]
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | INFO: Tag[ view_filter ] --START--
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | INFO: Run ContentReplace Behavior [ RunTime:0.000576s ]
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | INFO: Run TokenBuild Behavior [ RunTime:0.001076s ]
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000514s ]
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000704s ]
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003087s ]
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | INFO: Tag[ view_end ] --START--
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000597s ]
[ 2014-10-23T15:06:56+08:00 ] /ak911/index.php/News/plan/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000669s ]
[ 2014-10-23T15:06:59+08:00 ] /ak911/index.php/News/plan/ | INFO: Tag[ route_check ] --START--
[ 2014-10-23T15:06:59+08:00 ] /ak911/index.php/News/plan/ | INFO: Run CheckRoute Behavior [ RunTime:0.000892s ]
[ 2014-10-23T15:06:59+08:00 ] /ak911/index.php/News/plan/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.000991s ]
[ 2014-10-23T15:06:59+08:00 ] /ak911/index.php/News/plan/ | INFO: Tag[ app_begin ] --START--
